time,delta_E,delta_I,delta_C
0.0,0.015368357768785642,-0.36401831926128714,0.031120897728899696
0.02,-0.0004962819840848195,0.20631075555344164,0.10236990310946331
0.04,0.21923452147943448,0.12370110829568538,-0.7951228925112636
0.06,0.13973680135309455,-0.44953227078211333,0.25543236157830995
0.08,0.03608801067557404,0.44077282590757305,-0.1608148177774684
0.1,0.2839632385953062,0.42215637287947694,0.7490136817723985
0.12,0.5419500149685217,0.5463580541920726,0.20838352691001574
0.14,0.5025351317546201,0.4284259974993756,-0.1322534980389769
0.16,0.16691804568210122,-0.07380572996209558,0.8716583395685604
0.18,0.08004192905982907,0.666890001332477,0.5370578635544454
0.2,0.26809772716921615,0.6324756632082307,0.6140294458437209
0.22,0.460870036947353,0.8183361072714541,0.7227154857478283
0.24,-0.03997877374595399,0.6362478911239706,0.5889201927062382
0.26,0.48153077180072634,0.3772534577060637,0.24261024491137076
0.28,0.28592153742875615,0.8496247974360638,0.06276494200403952
0.3,0.44209930482346926,0.8556406701815376,0.7076340085016319
0.32,0.5231914004812671,0.8703291590633964,0.14124936244115566
0.34,0.6127675622001516,0.7466516497554896,0.5392345124521969
0.36,0.8159950793483255,0.7563709560658474,0.6529100654861665
0.38,0.9963027151499261,0.33881838706110196,0.5829335483818538
0.4,0.7637580119040839,0.597099369402178,-0.2524706700844161
0.42,1.140126720949553,0.9309700529967407,0.44512532754599476
0.44,0.7091395216541094,0.31118130134474903,0.32036720744561303
0.46,0.9744321431315407,0.5884942377381565,0.6524872853722333
0.48,1.132544826885704,0.9787613559730387,0.6847745369913136
0.5,0.9783820864458425,1.2797449910661074,0.8879779027116302
0.52,0.8168460983492817,1.3822164688472234,0.4370986549862511
0.54,0.8050977388654462,1.229554989914999,1.0558377366841174
0.56,0.9392069130299584,1.3194070710455188,0.9863583949281562
0.58,1.121195276779769,1.5594727522386194,1.2827891052162046
0.6,0.8658258309388525,1.860239753670227,1.1579219436835457
0.62,1.073668653724723,1.3157493750958553,1.6456913125861536
0.64,1.1087582775885985,1.1002959182448624,0.5213623952946276
0.66,1.2913832430232914,1.3068269233292429,1.1232738598784862
0.68,1.2381435598454906,0.9212367691014013,1.1480404564841817
0.7,1.29049456183072,1.2394740098252506,0.8011259017302687
0.72,1.0786600961093789,1.5415254888955874,1.0175073792484206
0.74,1.216283803271591,1.6310008841540664,1.2123188056992622
0.76,1.4417123378374948,1.569516116167017,1.1770118972130765
0.78,1.6191976680676274,1.3901553355530174,0.9563769107246289
0.8,1.003680374718403,1.656254745515693,1.1398731358407708
0.82,1.6505219461102028,1.713401088726391,1.0765308778699707
0.84,1.6234647894100889,1.5015955758743784,1.3140995052148268
0.86,1.5044151692908372,1.170774172941786,1.6932395163835594
0.88,1.394954602215447,1.2067557998778293,0.8347587989098616
0.9,1.270093978992685,1.3522127244882811,1.3656276589402525
0.92,1.681400927394656,1.1231770497169613,1.6752088359192252
0.94,1.8009899901824917,1.4971431716243937,1.733854077441195
0.96,1.768095787151299,1.9301373158818678,1.0089937367664061
0.98,1.6588595060219828,1.1486684306182755,0.9826017146765391
1.0,1.4405107841446947,1.8854675345009762,1.452109021556829
1.02,1.0817673701897923,0.9916099153263322,1.5845921215501664
1.04,1.3550536577524965,1.2759572607431604,1.1015452552503493
1.06,1.502822256905259,1.2145528904857923,1.7341249102420386
1.08,1.0533191837029028,1.2405119276805032,0.8986778498042995
1.1,1.4322484489046232,1.2987234340268279,0.9177041627139368
1.12,1.432782471752846,0.8871571643149759,0.9386470881909024
1.14,1.484914715131343,1.049504950266927,1.5475719031948827
1.16,1.044869905290024,1.719797418648107,1.2325023306444542
1.18,1.1529687593272895,0.7764880271100967,1.1711901810343246
1.2,1.1918111722850766,1.2252105363286978,1.1748839463586507
1.22,1.010131642265487,1.0229693092316932,0.795423435191448
1.24,1.660205066365647,1.1971909384527144,0.6723765469104143
1.26,1.1325137721392797,1.0002438801435014,1.0777218940689695
1.28,1.3034203801732338,0.5682036778333538,1.3848745810935796
1.3,1.1500888261004165,0.6222323859796878,0.8398351736713976
1.32,1.5511833644819069,1.076430748521462,0.8066307283729729
1.34,1.4696539158264965,1.112269746513104,1.4767897469482265
1.36,1.290016207070073,0.9895281968377097,1.6858977448041024
1.38,0.6175759102174129,0.657426811963827,1.130605603025856
1.4,1.1086184076071675,0.7107917468422112,1.006441638315265
1.42,1.2271930083871614,0.7646595703640022,1.5321090945193507
1.44,1.2734863842169606,0.2928563307065456,1.003247750568029
1.46,0.8745792375106712,0.7376159838133624,1.1576500925193345
1.48,1.4035635661514738,0.022031878474157555,0.8748352519117709
1.5,0.6549070759290412,0.8038221175449619,1.4550206086470998
1.52,0.7746387716489249,0.2559199630161455,1.2467932858778055
1.54,1.1078843539196477,0.5360878869099492,1.9028174040531165
1.56,0.8724842106838938,0.4357043113559483,0.7975607601112332
1.58,1.2855600382364594,-0.20067419013585142,1.1142359219445244
1.6,0.83626639846495,0.16309595202121568,1.4380825943177347
1.62,0.6130780920927731,-0.08070980704106795,1.1100387216818681
1.64,0.6355109576271845,0.1317510432575397,1.6220524261179363
1.66,0.43556476363285274,-0.36541530508543085,0.8711958239138284
1.68,0.3554622094556553,0.20214431520061482,0.7745478025564343
1.7,0.753736090767968,0.1801016128095437,1.3462107531325866
1.72,0.7037634456291234,-0.23516800059847423,1.522823400774483
1.74,0.8276252915867692,0.5517895502640481,1.257991265831999
1.76,0.31916835473077865,-0.5866865351698776,0.8673278982386169
1.78,0.8377081480849147,-0.47806391895175204,0.7477543998755756
1.8,0.344913089081394,-0.3545613517569493,1.0091287305799923
1.82,0.7294946000442032,-0.46637907922845995,0.30911105079547097
1.84,0.22888260681485,-0.6338331626011319,1.4781421318266292
1.86,0.11774239907024205,-0.18930803569560012,1.5023557641542102
1.88,0.3008572045392077,-0.5178818138620982,1.0963710500149675
1.9,0.43715590331564685,-0.7904705053103855,0.41227629234339624
1.92,0.19541446495801057,-0.7675542878510929,0.6059144668680266
1.94,-0.018160312040454436,-1.4011020925395028,1.1232171681863
1.96,-0.233955648326637,-0.24766552623233828,0.8227970556278551
1.98,-0.2908042452462855,-1.0478435244138307,1.310246039051579
2.0,0.10157524802554722,-0.7859991366785734,0.8540479519696189
2.02,0.169855483905212,-0.7971236000766047,0.6691864128627095
2.04,-0.1371176191327787,-1.0224978922570638,1.3195177488026837
2.06,-0.3882186274806513,-1.1186931439985075,1.3717637211300886
2.08,0.01429636047062459,-1.29304164127931,0.8758258622801184
2.1,-0.5208580770041574,-1.6514114479277064,0.6253139282948862
2.12,-0.43357812516499394,-0.8097076895155452,0.3008642168475087
2.14,-0.17069082022079268,-0.9517584396192251,1.1688971286800007
2.16,-0.869223365405936,-1.3120496809607285,0.17699303445507486
2.18,-0.3078468542733043,-1.0976067537169736,0.5738905888132197
2.2,-0.5704257367520563,-1.2640797057802122,1.1404572138002371
2.22,-0.453198224067485,-1.3267547592837285,0.35191773779086094
2.24,-0.5358256813634898,-1.2877914156041412,0.3933012602909026
2.26,-0.5121156029707493,-0.946748360594611,0.6234135090544747
2.28,-0.43887190029108525,-1.1953023671885017,-0.16880658449809863
2.3,-0.809770242269403,-1.5850240628464196,0.5768332871014873
2.32,-0.3494607382545142,-1.0834199802041844,0.03464577729776844
2.34,-0.5458209599926455,-1.5230518666896626,-0.19276564338954222
2.36,-0.5556715983940901,-1.1675804163021404,-0.005925761183833021
2.38,-0.5182590931292058,-1.186844706816469,0.786203333153195
2.4,-0.6398071034224796,-2.2039760747194435,-0.0793221296500941
2.42,-0.6613593273061263,-1.2979630453838642,-0.35817684228361296
2.44,-0.870748717296705,-1.5726238301993993,0.28784549134391135
2.46,-1.2471095989450613,-1.427234703262678,0.03204885486070597
2.48,-0.9835812824708301,-0.8685288550100995,0.24197263981850928
2.5,-1.1596364088873847,-1.2519600849842123,0.15861882042200354
2.52,-1.3390237506313527,-1.3864844229896374,-0.5451826644187527
2.54,-0.9835551864608232,-1.9341940165004126,0.18025761850264277
2.56,-1.2006809814304569,-0.9330789445995944,-0.2724145803622294
2.58,-1.3331190896187346,-1.3947637700171758,-0.15357865689371658
2.6,-1.362018843899419,-1.0802143349978586,-0.2756064640664712
2.62,-1.0868912995820637,-1.3393750300797902,0.17977934106794377
2.64,-1.0899167499252445,-1.4491106014963522,-0.4767975521419792
2.66,-0.8920274263643231,-1.745136184725695,-0.36541809791333413
2.68,-1.2190052980540702,-1.1852479454240357,-0.5266564387514575
2.7,-0.9977309717444368,-1.554108056628265,-0.36580232794825795
2.72,-0.9342678895659032,-0.951831792327878,-0.46677376126917086
2.74,-1.009660287453751,-0.8447745628556284,-0.2031284060231338
2.76,-1.8301238590823403,-1.5035312712716244,-0.6541597834428737
2.78,-1.0234365479286098,-1.5414296587988408,-0.18479423836833675
2.8,-1.2407230946019066,-1.4960757582990702,-0.7473377224772454
2.82,-1.2341530917497492,-1.3481061968718606,-1.3071296596579314
2.84,-1.257544117513646,-1.1445704629294424,-0.3553092584923296
2.86,-1.2649702449849831,-1.3193294892197691,-0.8088732027633235
2.88,-1.2881977737993784,-1.6038666894180582,-0.43472763820375354
2.9,-1.450738552461646,-0.9789395115256191,-0.26027804804731397
2.92,-1.8096238651029948,-1.3859678409436191,-0.5893934923970402
2.94,-1.4043692343415737,-1.2652329111845784,-0.2993799163483169
2.96,-1.5666519625732203,-0.9605497837590511,-0.9511036419632097
2.98,-1.1378465652180325,-1.24638736897951,-0.42784833518679843
3.0,-1.4515900162635857,-0.7770218197973803,-1.374067270433214
3.02,-1.3657833703776319,-0.6136040897060682,-0.9424291183889939
3.04,-1.5771431060579397,-0.601163486749812,-0.6135635158982993
3.06,-1.4962374756338925,-0.45325503364883396,-0.609025109404241
3.08,-1.3773683941196562,-0.3388463800106973,-0.7786509463636029
3.1,-1.7083538809790664,-0.6353515686102724,-0.5993303183454378
3.12,-1.2924810122188277,-0.7067316266992765,-0.6691348262010388
3.14,-1.376762710152108,-0.8148295384535169,-0.7665792650523129
3.16,-1.6136089599324936,-0.1897413648735572,-0.998084689433668
3.18,-1.8795291665454088,-0.8230055753575998,-1.258297118685261
3.2,-1.2010601686006848,-0.11473818654765192,-0.7617474411690571
3.22,-1.372485173890752,-0.5420417771126131,-0.8874193027702065
3.24,-1.4104023739973515,-0.27374164982288035,-1.0357488577507843
3.26,-1.3267037298044242,-0.1293526064614441,-1.440150910736067
3.28,-0.8395401987880965,-0.6205950198650224,-0.6353428946714736
3.3,-1.2473829048433076,0.08903308370921052,-1.403699056531992
3.32,-1.196013768245653,-0.2448262343294725,-1.700865980444488
3.34,-1.5345507970814092,-0.2727695616840319,-0.7113871738184935
3.36,-0.7952060190096846,-0.08783244508985293,-1.217133997955314
3.38,-0.9384525306363491,0.10898491689643136,-1.2276679650592466
3.4,-0.8794886723327235,0.3700053307313399,-1.1790879456666412
3.42,-1.0867062807158063,0.47715417543650496,-1.2623849246642975
3.44,-0.8610233443510545,0.32979233278224496,-0.9044879674765338
3.46,-0.9578284479243766,0.17080760954556626,-1.2852461535226682
3.48,-0.8734181184034828,0.29142662305371303,-1.1646951796858567
3.5,-1.0184585037342673,0.4006739025992374,-1.2613255533386838
3.52,-1.2897669133871283,0.1596234365003046,-1.3028308218008235
3.54,-0.6855216049070313,0.34958758303501103,-1.5100454260385858
3.56,-1.3305506391195652,0.5010873938620384,-1.0796234126138573
3.58,-0.9092673808313336,-0.3461317553139661,-1.6863634753509527
3.6,-0.8666970959000408,0.5646883967239991,-1.7488849889731273
3.62,-1.0231528558439582,0.4628830914545268,-1.6979242122619678
3.64,-0.6084106657974347,1.0547821694111448,-1.3310531317257621
3.66,-0.7576886644909198,0.9102899825870675,-1.1616422569068285
3.68,-0.7743403884466935,0.3244224735618246,-1.4432855569836638
3.7,-0.5174506547943927,0.9249816545420595,-0.6752348517517042
3.72,-0.7066158906735632,0.269636310292886,-1.2600266086349903
3.74,-0.2406862960108726,1.324542481961821,-1.225559332580532
3.76,-0.43813743213895207,0.6842113036354253,-1.177718045109422
3.78,-0.5866670760863614,0.9420256216320666,-0.953775258315433
3.8,-0.8820500117740092,1.3010986243924216,-1.1983745276936897
3.82,-0.6952829581048005,0.8664658798107837,-0.9172010500688652
3.84,-0.10607714108412693,0.9634078510985128,-1.0658978144814224
3.86,-0.32428687564549674,0.8082002561161126,-0.8973666053775956
